Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
Alex Amankwah,M,24.0,,,Ghana,GHA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,
Frank Amankwah,M,20.0,,,Ghana,GHA,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Bronze
Helen Amankwah,F,28.0,,,Ghana,GHA,1992 Summer,1992,Summer,Barcelona,Table Tennis,Table Tennis Women's Singles,
Helen Amankwah,F,28.0,,,Ghana,GHA,1992 Summer,1992,Summer,Barcelona,Table Tennis,Table Tennis Women's Doubles,
Akgul Charievna Amanmuradova,F,24.0,190.0,85.0,Uzbekistan,UZB,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,
Else Amann,F,32.0,,,Germany,GER,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,
Else Amann,F,32.0,,,Germany,GER,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,
Max Amann,M,23.0,,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Water Polo,Water Polo Men's Water Polo,Gold
"Richard ""Rick"" Amann",M,31.0,183.0,85.0,Germany,GER,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,
"Richard ""Rick"" Amann",M,33.0,183.0,85.0,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,
Misa Amano,F,17.0,161.0,53.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Individual Medley,
Misa Amano,F,17.0,161.0,53.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 400 metres Individual Medley,
Shin Amano,M,24.0,174.0,62.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Figure Skating,Figure Skating Mixed Pairs,
Yoshihiro Amano,M,21.0,168.0,62.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,
Marielle Amant,F,26.0,190.0,84.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,
Ingrda Amantova,F,19.0,170.0,69.0,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Luge,Luge Women's Singles,Bronze
Ingrda Amantova,F,23.0,170.0,69.0,Soviet Union,URS,1984 Winter,1984,Winter,Sarajevo,Luge,Luge Women's Singles,
Baptiste Amar,M,22.0,183.0,85.0,France,FRA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,
Khayri Amar,M,24.0,170.0,70.0,Jordan,JOR,1984 Summer,1984,Summer,Los Angeles,Shooting,Shooting Mixed Skeet,
Larry J. Amar,M,24.0,175.0,79.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,
Mourad Sedegh Amara,M,21.0,,,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,
Prince Amara,M,19.0,180.0,70.0,Sierra Leone,SLE,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,
Prince Amara,M,23.0,180.0,70.0,Sierra Leone,SLE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
"Alexandre ""Amaral"" da Silva Mariano",M,23.0,170.0,67.0,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,Bronze
Aguida Fatima Amaral,F,28.0,148.0,43.0,Individual Olympic Athletes,IOA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Marathon,
Aguida Fatima Amaral,F,32.0,148.0,43.0,Timor Leste,TLS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Marathon,
Cleide Amaral,F,29.0,165.0,68.0,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 100 metres,
Elsa Maria Meireles Amaral,F,26.0,168.0,59.0,Portugal,POR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 4 x 400 metres Relay,
Maria Nelly Amaral,F,50.0,159.0,54.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Women's Air Pistol, 10 metres",
Maria Nelly Amaral,F,50.0,159.0,54.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Women's Sporting Pistol, 25 metres",
Rosa Amaral,F,24.0,175.0,76.0,Angola,ANG,2004 Summer,2004,Summer,Athina,Handball,Handball Women's Handball,
Antnio Dcio Amaral Filho,M,15.0,,,Brazil,BRA,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 100 metres Backstroke,
Catello Amarante,M,21.0,177.0,73.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,
Catello Amarante,M,24.0,177.0,73.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
Catello Amarante,M,28.0,177.0,73.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,
Daniel Amardeilh,M,25.0,187.0,71.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Men's Road Race, Individual",
Hailemariyam Amare Tegen,M,19.0,175.0,64.0,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",
Carmen Andreea Amariei (-Lingu),F,29.0,184.0,79.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,
Gheorghe Amariei,M,23.0,186.0,125.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",
Martn Amarillas,M,22.0,186.0,75.0,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Middleweight,
Yadinis Amars Rocha,F,28.0,162.0,57.0,Colombia,COL,2012 Summer,2012,Summer,London,Judo,Judo Women's Lightweight,
Yadinis Amars Rocha,F,32.0,162.0,57.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Lightweight,
Miguel Amarista Varga,M,29.0,173.0,63.0,Venezuela,VEN,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Light-Welterweight,
Nauraj Singh Randhawa Amarjit Singh,M,24.0,193.0,70.0,Malaysia,MAS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,
Prince Amartey,M,24.0,177.0,75.0,Ghana,GHA,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Middleweight,
Prince Amartey,M,28.0,177.0,75.0,Ghana,GHA,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Middleweight,Bronze
Francisco Amat Fontanals,M,21.0,182.0,73.0,Spain,ESP,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,
Francisco Amat Fontanals,M,25.0,182.0,73.0,Spain,ESP,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,
Francisco Amat Fontanals,M,29.0,182.0,73.0,Spain,ESP,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,
Jaime Santiago Amat Durn,M,22.0,168.0,73.0,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,
Jaime Santiago Amat Durn,M,26.0,168.0,73.0,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Silver
Jaime Santiago Amat Durn,M,30.0,168.0,73.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,
Jaime Amat Fontanals,M,23.0,170.0,64.0,Spain,ESP,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,
Jaime Amat Fontanals,M,30.0,170.0,64.0,Spain,ESP,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,
Jean-Pierre Bernard Andr Amat,M,22.0,175.0,74.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",
Jean-Pierre Bernard Andr Amat,M,22.0,175.0,74.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
Jean-Pierre Bernard Andr Amat,M,26.0,175.0,74.0,France,FRA,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",
Jean-Pierre Bernard Andr Amat,M,26.0,175.0,74.0,France,FRA,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
Jean-Pierre Bernard Andr Amat,M,30.0,175.0,74.0,France,FRA,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Air Rifle, 10 metres",
Jean-Pierre Bernard Andr Amat,M,30.0,175.0,74.0,France,FRA,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",
Jean-Pierre Bernard Andr Amat,M,30.0,175.0,74.0,France,FRA,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
Jean-Pierre Bernard Andr Amat,M,34.0,175.0,74.0,France,FRA,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze
Jean-Pierre Bernard Andr Amat,M,34.0,175.0,74.0,France,FRA,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold
Jean-Pierre Bernard Andr Amat,M,38.0,175.0,74.0,France,FRA,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Air Rifle, 10 metres",
Jean-Pierre Bernard Andr Amat,M,38.0,175.0,74.0,France,FRA,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",
Jean-Pierre Bernard Andr Amat,M,38.0,175.0,74.0,France,FRA,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
Juan Amat Fontanals,M,22.0,193.0,80.0,Spain,ESP,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,
Juan Amat Fontanals,M,26.0,193.0,80.0,Spain,ESP,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,
Juan Amat Fontanals,M,30.0,193.0,80.0,Spain,ESP,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,
Juan Amat Fontanals,M,34.0,193.0,80.0,Spain,ESP,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Silver
Pedro Amat Fontanals,M,20.0,183.0,67.0,Spain,ESP,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Bronze
Pedro Amat Fontanals,M,24.0,183.0,67.0,Spain,ESP,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,
Pedro Amat Fontanals,M,28.0,183.0,67.0,Spain,ESP,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,
"Pablo ""Pol"" Amat Escud",M,18.0,183.0,78.0,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Silver
"Pablo ""Pol"" Amat Escud",M,22.0,183.0,78.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,
"Pablo ""Pol"" Amat Escud",M,26.0,183.0,78.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,
"Pablo ""Pol"" Amat Escud",M,30.0,183.0,78.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
"Pablo ""Pol"" Amat Escud",M,34.0,183.0,78.0,Spain,ESP,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,
Santiago Amat Cansino,M,36.0,,,Spain,ESP,1924 Summer,1924,Summer,Paris,Sailing,Sailing Mixed One Person Dinghy,
Santiago Amat Cansino,M,36.0,,,Amolgavar,ESP,1924 Summer,1924,Summer,Paris,Sailing,Sailing Mixed 6 metres,
Santiago Amat Cansino,M,40.0,,,Spain,ESP,1928 Summer,1928,Summer,Amsterdam,Sailing,Sailing Mixed One Person Dinghy,
Santiago Amat Cansino,M,45.0,,,Spain,ESP,1932 Summer,1932,Summer,Los Angeles,Sailing,Sailing Mixed One Person Dinghy,Bronze
Eyawomano Doreen Amata,F,20.0,191.0,63.0,Nigeria,NGR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's High Jump,
Eyawomano Doreen Amata,F,24.0,191.0,63.0,Nigeria,NGR,2012 Summer,2012,Summer,London,Athletics,Athletics Women's High Jump,
Eyawomano Doreen Amata,F,28.0,191.0,63.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's High Jump,
Antonio Amato,M,22.0,,,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,
Elena Amato,F,16.0,165.0,50.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
Serena Bibiana Amato,F,21.0,170.0,63.0,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Women's One Person Dinghy,
Serena Bibiana Amato,F,26.0,170.0,63.0,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Women's One Person Dinghy,Bronze
Serena Bibiana Amato,F,29.0,170.0,63.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Sailing,Sailing Women's One Person Dinghy,
Amauri Ribeiro,M,21.0,198.0,87.0,Brazil,BRA,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Men's Volleyball,
Amauri Ribeiro,M,25.0,198.0,87.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Men's Volleyball,Silver
Amauri Ribeiro,M,29.0,198.0,87.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Men's Volleyball,
Amauri Ribeiro,M,33.0,198.0,87.0,Brazil,BRA,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Men's Volleyball,Gold
Amaury Antnio Pasos,M,20.0,190.0,90.0,Brazil,BRA,1956 Summer,1956,Summer,Melbourne,Basketball,Basketball Men's Basketball,
Amaury Antnio Pasos,M,24.0,190.0,90.0,Brazil,BRA,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,Bronze
Amaury Antnio Pasos,M,28.0,190.0,90.0,Brazil,BRA,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Bronze
Jos Emilio Amavisca Grate,M,21.0,182.0,68.0,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Gold
Angel Amaya,M,18.0,,,Venezuela,VEN,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Bantamweight,
Dolores Amaya,F,16.0,,,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Double Sculls,
Ivn Amaya Carazo,M,22.0,188.0,85.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Silver
Jorge Horacio Amaya Young,M,34.0,178.0,76.0,Argentina,ARG,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Jumping, Individual",
Lorenzo Amaya Toledo,M,27.0,,,Argentina,ARG,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
Lorenzo Amaya Toledo,M,39.0,,,Argentina,ARG,1936 Summer,1936,Summer,Berlin,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
Roberto Oscar Amaya,M,20.0,182.0,64.0,Argentina,ARG,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Light-Welterweight,
Henri Amazouze,M,23.0,177.0,72.0,France,FRA,1960 Summer,1960,Summer,Roma,Canoeing,Canoeing Men's Kayak Relay 4 x 500 metres,
Kim Oscar Amb,M,21.0,180.0,87.0,Sweden,SWE,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Javelin Throw,
Kim Oscar Amb,M,26.0,180.0,87.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,
Kongolo Amba,F,23.0,,,Congo (Kinshasa),COD,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,
"William ""Willy"" Ambaka Ndayara",M,26.0,193.0,100.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,
Suleman Ambaye,M,29.0,165.0,57.0,Ethiopia,ETH,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's Road Race, Individual",
Suleman Ambaye,M,29.0,165.0,57.0,Ethiopia,ETH,1964 Summer,1964,Summer,Tokyo,Cycling,Cycling Men's 100 kilometres Team Time Trial,
Mubarak Ismail Amber,M,,175.0,64.0,United Arab Emirates,UAE,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,
Michael John Amberg,M,34.0,193.0,83.0,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Sabre, Individual",
Michael John Amberg,M,34.0,193.0,83.0,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Sabre, Team",
Charles Henri Adrien Amberger,M,18.0,,,France,FRA,1900 Summer,1900,Summer,Paris,Cycling,Cycling Men's Sprint,
Eloise Michelle Amberger,F,21.0,165.0,55.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,
Eloise Michelle Amberger,F,25.0,165.0,55.0,Australia,AUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Duet,
Eloise Michelle Amberger,F,25.0,165.0,55.0,Australia,AUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,
Georg Wilhelm Amberger,M,21.0,,,Germany,GER,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's 1,500 metres",
Georg Wilhelm Amberger,M,21.0,,,Germany,GER,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's 3,000 metres, Team",
Georgios Ambet,M,,,,Greece,GRE,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Individual",
Georgios Ambet,M,,,,Greece,GRE,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Team",
Georgios Ambet,M,,,,Greece,GRE,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's Sabre, Team",
Golam Ambia,M,26.0,170.0,68.0,Bangladesh,BAN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,
Golam Ambia,M,26.0,170.0,68.0,Bangladesh,BAN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,
Serge Ambomo,M,26.0,,,Cameroon,CMR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Welterweight,
Mal Ambonguilat,M,18.0,170.0,65.0,Gabon,GAB,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,
Rocco Roberto Amboni,M,24.0,167.0,62.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Individual All-Around,
Rocco Roberto Amboni,M,24.0,167.0,62.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Floor Exercise,
Rocco Roberto Amboni,M,24.0,167.0,62.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Horse Vault,
Rocco Roberto Amboni,M,24.0,167.0,62.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Parallel Bars,
Rocco Roberto Amboni,M,24.0,167.0,62.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Horizontal Bar,
Rocco Roberto Amboni,M,24.0,167.0,62.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Rings,
Rocco Roberto Amboni,M,24.0,167.0,62.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Pommelled Horse,
Adolphe Ambowod,M,26.0,173.0,59.0,Central African Republic,CAF,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Marathon,
Adolphe Ambowod,M,30.0,173.0,59.0,Central African Republic,CAF,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,
Gunter Ambra,M,20.0,162.0,69.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Weightlifting,Weightlifting Men's Lightweight,
Gunter Ambra,M,24.0,162.0,69.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Lightweight,
Amedeo Ambron,M,21.0,174.0,77.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Water Polo,Water Polo Men's Water Polo,Gold
Harald Ambros,M,24.0,177.0,72.0,Austria,AUT,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
Harald Ambros,M,24.0,177.0,72.0,Austria,AUT,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
Harald Ambros,M,28.0,177.0,72.0,Austria,AUT,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
Harald Ambros,M,32.0,177.0,72.0,Austria,AUT,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
Krystyna Ambros (-urek),F,19.0,178.0,78.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Eights,
Paul Ambros,M,21.0,174.0,76.0,Germany,GER,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,
Paul Ambros,M,25.0,174.0,76.0,Germany,GER,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,
Paul Ambros,M,29.0,174.0,76.0,Germany,GER,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,
Klaus Ambrosch,M,27.0,187.0,85.0,Austria,AUT,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,
"Efetobore ""Efe"" Ambrose Emuobo",M,19.0,187.0,70.0,Nigeria,NGR,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Silver
Bianca Ambrosetti,F,14.0,,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Women's Team All-Around,Silver
Christie Ambrosi,F,23.0,172.0,70.0,United States,USA,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Gold
Giampaolo Ambrosi,M,23.0,174.0,72.0,Italy,ITA,1964 Winter,1964,Winter,Innsbruck,Luge,Luge Men's Singles,
Giampaolo Ambrosi,M,23.0,174.0,72.0,Italy-2,ITA,1964 Winter,1964,Winter,Innsbruck,Luge,Luge Mixed (Men)'s Doubles,
Ernesto Ambrosini,M,25.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 800 metres,
Ernesto Ambrosini,M,25.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze
Ernesto Ambrosini,M,25.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 3,000 metres, Team",
Ernesto Ambrosini,M,29.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 3,000 metres Steeplechase",
Ernesto Ambrosini,M,29.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 3,000 metres, Team",
Massimo Ambrosini,M,23.0,184.0,77.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,
Tito Ambrosini,M,,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Water Polo,Water Polo Men's Water Polo,
Felizardo Silvestre Bumba Ambrsio,M,20.0,201.0,95.0,Angola,ANG,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Men's Basketball,
Sandra Ambrosio Monica,F,33.0,,,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Women's Mountainbike, Cross-Country",
Bartolo Ambrosione,M,25.0,182.0,75.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
Bartolo Ambrosione,M,25.0,182.0,75.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
Bartolo Ambrosione,M,29.0,182.0,75.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
Bartolo Ambrosione,M,29.0,182.0,75.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
Jen Ambrzi,M,23.0,164.0,68.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Weightlifting,Weightlifting Men's Lightweight,
Ewa Ambroziak,F,25.0,174.0,70.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Single Sculls,
Zdzisaw Stanisaw Ambroziak,M,24.0,201.0,102.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Men's Volleyball,
Zdzisaw Stanisaw Ambroziak,M,28.0,201.0,102.0,Poland,POL,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball Men's Volleyball,
Roman Ambroi,M,15.0,160.0,45.0,Yugoslavia,YUG,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Pairs,
Sndor Ambrzy,M,32.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",
Ferencz Ambru,M,22.0,,,Romania,ROU,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Welterweight,
Ludovic Ambru,M,25.0,172.0,74.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Welterweight, Freestyle",
Mariann Ambrus-Feket,F,20.0,178.0,72.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Single Sculls,
Mariann Ambrus-Feket,F,24.0,178.0,72.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Single Sculls,
Mikls Ambrus,M,31.0,185.0,90.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Water Polo,Water Polo Men's Water Polo,Gold
"Antonio ""Antonino"" Ambu",M,28.0,165.0,55.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Marathon,
"Antonio ""Antonino"" Ambu",M,32.0,165.0,55.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Marathon,
Andres Ambhl,M,22.0,176.0,82.0,Switzerland,SUI,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,
